=== Exact Rules (ER) ===
Rule: 30 => 39 (support: 4, confidence: 1.0)
Rule: 48 812 => 16430 (support: 6, confidence: 1.0)
Rule: 32 824 => 16430 (support: 5, confidence: 1.0)
Rule: 48 831 => 16430 (support: 3, confidence: 1.0)
Rule: 41 910 => 16430 (support: 3, confidence: 1.0)
Rule: 947 16430 => 48 (support: 3, confidence: 1.0)
Rule: 979 => 48 16430 (support: 3, confidence: 1.0)
Rule: 1188 16430 => 38 (support: 3, confidence: 1.0)
Rule: 48 1444 => 16430 (support: 3, confidence: 1.0)
Rule: 48 1569 => 16430 (support: 3, confidence: 1.0)
Rule: 39 1812 => 16430 (support: 4, confidence: 1.0)
Rule: 1814 16430 => 48 (support: 3, confidence: 1.0)
Rule: 48 1867 => 16430 (support: 4, confidence: 1.0)
Rule: 48 1964 => 16430 (support: 3, confidence: 1.0)
Rule: 1987 16430 => 39 (support: 4, confidence: 1.0)
Rule: 12925 15345 => 39 (support: 3, confidence: 1.0)
Rule: 2177 16430 => 48 (support: 3, confidence: 1.0)
Rule: 48 2199 => 16430 (support: 3, confidence: 1.0)
Rule: 2238 16430 => 39 (support: 3, confidence: 1.0)
Rule: 338 2383 => 16431 (support: 3, confidence: 1.0)
Rule: 2383 16431 => 338 (support: 3, confidence: 1.0)
Rule: 2665 16430 => 48 (support: 3, confidence: 1.0)
Rule: 48 2665 => 16430 (support: 3, confidence: 1.0)
Rule: 2673 16430 => 48 (support: 5, confidence: 1.0)
Rule: 2867 16430 => 48 (support: 3, confidence: 1.0)
Rule: 3279 16430 => 48 (support: 3, confidence: 1.0)
Rule: 32 3324 => 16430 (support: 4, confidence: 1.0)
Rule: 39 3772 => 16430 (support: 3, confidence: 1.0)
Rule: 48 3772 => 16430 (support: 3, confidence: 1.0)
Rule: 4822 => 48 16430 (support: 3, confidence: 1.0)
Rule: 48 7004 => 16430 (support: 3, confidence: 1.0)
Rule: 7004 16430 => 48 (support: 3, confidence: 1.0)
Rule: 48 1727 => 38 39 (support: 3, confidence: 1.0)
Rule: 78 9150 => 16430 (support: 4, confidence: 1.0)
Rule: 3324 9150 => 16430 (support: 3, confidence: 1.0)
Rule: 10423 16430 => 48 (support: 3, confidence: 1.0)
Rule: 32 39 170 => 38 48 (support: 3, confidence: 1.0)
Rule: 32 41 48 170 => 38 (support: 3, confidence: 1.0)
Rule: 39 41 48 170 => 38 (support: 7, confidence: 1.0)
Rule: 548 12677 => 16430 (support: 3, confidence: 1.0)
Rule: 32 13054 => 16430 (support: 3, confidence: 1.0)
Rule: 13054 16430 => 32 (support: 3, confidence: 1.0)
Rule: 39 13182 => 16430 (support: 3, confidence: 1.0)
Rule: 13182 16430 => 39 (support: 3, confidence: 1.0)
Rule: 39 13382 => 16430 (support: 5, confidence: 1.0)
Rule: 48 15273 => 16430 (support: 7, confidence: 1.0)
Rule: 78 16405 => 16430 (support: 3, confidence: 1.0)
Rule: 9 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 16 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 18 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 19 16431 => 16430 (support: 8, confidence: 1.0)
Rule: 31 16431 => 16430 (support: 8, confidence: 1.0)
Rule: 50 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 65 16431 => 16430 (support: 13, confidence: 1.0)
Rule: 78 16431 => 16430 (support: 21, confidence: 1.0)
Rule: 79 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 80 => 16430 16431 (support: 4, confidence: 1.0)
Rule: 89 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 101 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 107 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 107 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 116 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 123 16430 => 16431 (support: 9, confidence: 1.0)
Rule: 123 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 136 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 136 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 147 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 150 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 150 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 156 16430 => 16431 (support: 7, confidence: 1.0)
Rule: 156 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 161 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 179 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 185 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 185 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 186 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 201 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 204 16431 => 16430 (support: 10, confidence: 1.0)
Rule: 225 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 237 16431 => 16430 (support: 14, confidence: 1.0)
Rule: 249 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 251 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 251 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 258 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 258 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 260 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 260 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 261 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 261 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 264 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 264 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 269 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 269 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 271 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 286 16430 => 16431 (support: 9, confidence: 1.0)
Rule: 286 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 297 16431 => 16430 (support: 14, confidence: 1.0)
Rule: 301 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 309 => 16430 16431 (support: 4, confidence: 1.0)
Rule: 310 16431 => 16430 (support: 12, confidence: 1.0)
Rule: 314 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 325 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 325 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 334 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 338 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 345 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 413 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 425 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 430 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 449 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 479 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 543 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 543 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 544 16431 => 16430 (support: 17, confidence: 1.0)
Rule: 548 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 589 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 592 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 640 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 681 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 694 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 694 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 696 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 716 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 718 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 718 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 772 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 772 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 781 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 793 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 793 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 796 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 796 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 806 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 806 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 808 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 808 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 812 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 824 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 837 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 837 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 842 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 842 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 910 16431 => 16430 (support: 14, confidence: 1.0)
Rule: 956 16431 => 16430 (support: 14, confidence: 1.0)
Rule: 961 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 963 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 963 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 974 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 1004 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 1066 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 1067 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 1135 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 1158 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 1158 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 1161 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 1161 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 1180 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 1403 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 1403 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 1417 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 1417 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 1481 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 1481 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 1486 16430 => 16431 (support: 15, confidence: 1.0)
Rule: 1486 16431 => 16430 (support: 15, confidence: 1.0)
Rule: 1570 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 1570 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 1600 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 1609 16431 => 16430 (support: 8, confidence: 1.0)
Rule: 1619 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 1629 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 1677 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 1714 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 1714 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 1741 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 1752 => 16430 16431 (support: 4, confidence: 1.0)
Rule: 1812 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 1867 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 1872 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 1964 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 2051 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 2051 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 2080 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 2080 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 2091 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 2168 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 2168 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 2235 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 2235 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 2284 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 2310 16431 => 16430 (support: 17, confidence: 1.0)
Rule: 2370 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 2370 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 2425 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 2425 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 2505 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 2505 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 2629 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 2631 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 2723 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 2792 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 2856 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 2878 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 2878 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 2879 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 2879 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 2894 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 2958 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 2958 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 3006 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 3006 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 3194 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 3194 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 3218 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 3218 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 3256 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 3270 16431 => 16430 (support: 8, confidence: 1.0)
Rule: 3324 16431 => 16430 (support: 14, confidence: 1.0)
Rule: 3410 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 3410 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 3475 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 3475 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 4127 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 4127 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 4143 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 4178 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 4201 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 4201 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 4393 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 4393 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 4472 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 4472 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 4698 16431 => 16430 (support: 10, confidence: 1.0)
Rule: 4793 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 7718 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 9150 16431 => 16430 (support: 22, confidence: 1.0)
Rule: 9151 => 16430 16431 (support: 5, confidence: 1.0)
Rule: 9510 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 9758 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 9758 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 9986 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 10087 => 16430 16431 (support: 5, confidence: 1.0)
Rule: 10129 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 10132 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 10132 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 10446 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 10451 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 10451 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 10515 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 10515 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 10606 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 10606 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 10607 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 10607 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 10739 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 10818 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 10818 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 12677 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 12925 16431 => 16430 (support: 12, confidence: 1.0)
Rule: 12929 16431 => 16430 (support: 14, confidence: 1.0)
Rule: 12951 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 12951 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 12959 16431 => 16430 (support: 12, confidence: 1.0)
Rule: 12983 => 16430 16431 (support: 5, confidence: 1.0)
Rule: 12999 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 13068 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 13174 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 13189 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 13300 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 13300 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 13382 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 13443 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 13443 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 14098 16430 => 16431 (support: 10, confidence: 1.0)
Rule: 14098 16431 => 16430 (support: 10, confidence: 1.0)
Rule: 14099 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 14099 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 14953 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 15028 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 15028 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 15084 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 15084 16430 => 16431 (support: 9, confidence: 1.0)
Rule: 15273 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 15345 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 15578 16430 => 16431 (support: 9, confidence: 1.0)
Rule: 15578 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 15618 16431 => 16430 (support: 9, confidence: 1.0)
Rule: 15988 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 15988 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 16155 16431 => 16430 (support: 8, confidence: 1.0)
Rule: 16175 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 16175 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 16405 16431 => 16430 (support: 10, confidence: 1.0)
Rule: 16457 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 1841 => 39 41 48 (support: 3, confidence: 1.0)
Rule: 39 1819 => 795 1818 (support: 3, confidence: 1.0)
Rule: 1818 => 39 795 1819 (support: 3, confidence: 1.0)
Rule: 39 795 => 1818 1819 (support: 3, confidence: 1.0)
Rule: 32 2065 => 39 48 (support: 4, confidence: 1.0)
Rule: 38 2065 => 39 48 (support: 3, confidence: 1.0)
Rule: 41 48 2065 => 39 (support: 3, confidence: 1.0)
Rule: 32 2284 => 41 48 (support: 3, confidence: 1.0)
Rule: 32 41 48 225 => 38 (support: 3, confidence: 1.0)
Rule: 32 38 225 => 41 48 (support: 3, confidence: 1.0)
Rule: 38 39 225 => 41 48 (support: 3, confidence: 1.0)
Rule: 41 48 2310 => 39 (support: 5, confidence: 1.0)
Rule: 38 39 2310 => 286 (support: 3, confidence: 1.0)
Rule: 286 2310 => 38 39 (support: 3, confidence: 1.0)
Rule: 38 41 48 237 => 39 (support: 6, confidence: 1.0)
Rule: 39 41 48 237 => 38 (support: 6, confidence: 1.0)
Rule: 41 48 286 => 38 39 (support: 4, confidence: 1.0)
Rule: 38 48 310 => 39 41 (support: 3, confidence: 1.0)
Rule: 39 41 3270 => 48 (support: 3, confidence: 1.0)
Rule: 39 3279 => 41 48 (support: 3, confidence: 1.0)
Rule: 41 3279 => 39 48 (support: 3, confidence: 1.0)
Rule: 41 48 371 => 38 39 (support: 3, confidence: 1.0)
Rule: 39 48 371 => 38 41 (support: 3, confidence: 1.0)
Rule: 3904 => 32 38 39 (support: 3, confidence: 1.0)
Rule: 41 1677 4698 => 39 (support: 3, confidence: 1.0)
Rule: 38 39 4883 => 48 (support: 3, confidence: 1.0)
Rule: 36 39 78 => 38 41 48 (support: 3, confidence: 1.0)
Rule: 32 41 9150 => 48 (support: 3, confidence: 1.0)
Rule: 438 9150 => 41 48 (support: 3, confidence: 1.0)
Rule: 38 10446 => 32 48 (support: 3, confidence: 1.0)
Rule: 32 39 10446 => 48 (support: 4, confidence: 1.0)
Rule: 41 48 10446 => 39 (support: 3, confidence: 1.0)
Rule: 32 41 10515 => 38 (support: 3, confidence: 1.0)
Rule: 38 10515 => 32 41 (support: 3, confidence: 1.0)
Rule: 41 10653 => 39 48 (support: 3, confidence: 1.0)
Rule: 39 48 10653 => 41 (support: 3, confidence: 1.0)
Rule: 12921 => 39 41 48 (support: 3, confidence: 1.0)
Rule: 32 38 12929 => 39 (support: 3, confidence: 1.0)
Rule: 32 39 12929 => 38 (support: 3, confidence: 1.0)
Rule: 41 48 12959 => 32 (support: 3, confidence: 1.0)
Rule: 32 48 12959 => 41 (support: 3, confidence: 1.0)
Rule: 2284 12925 => 39 48 (support: 3, confidence: 1.0)
Rule: 32 39 13189 => 48 (support: 3, confidence: 1.0)
Rule: 3324 12925 => 41 48 (support: 3, confidence: 1.0)
Rule: 41 48 13334 => 39 (support: 3, confidence: 1.0)
Rule: 32 41 14098 => 39 (support: 3, confidence: 1.0)
Rule: 32 48 14098 => 39 (support: 3, confidence: 1.0)
Rule: 41 48 14098 => 39 (support: 3, confidence: 1.0)
Rule: 12925 12943 => 39 48 (support: 3, confidence: 1.0)
Rule: 38 1479 => 39 41 48 (support: 3, confidence: 1.0)
Rule: 48 1609 14953 => 39 (support: 3, confidence: 1.0)
Rule: 32 39 15345 => 48 (support: 4, confidence: 1.0)
Rule: 32 48 15345 => 39 (support: 4, confidence: 1.0)
Rule: 39 41 15345 => 48 (support: 4, confidence: 1.0)
Rule: 32 664 => 39 41 1479 (support: 3, confidence: 1.0)
Rule: 664 1479 => 32 39 41 (support: 3, confidence: 1.0)
Rule: 38 39 15578 => 48 (support: 3, confidence: 1.0)
Rule: 38 48 15578 => 39 (support: 3, confidence: 1.0)
Rule: 41 48 15578 => 39 (support: 3, confidence: 1.0)
Rule: 38 48 15618 => 39 (support: 4, confidence: 1.0)
Rule: 39 41 15879 => 48 (support: 4, confidence: 1.0)
Rule: 38 16405 => 39 48 (support: 3, confidence: 1.0)
Rule: 11 39 16430 => 41 (support: 3, confidence: 1.0)
Rule: 36 41 16430 => 38 (support: 6, confidence: 1.0)
Rule: 31 41 16430 => 39 (support: 3, confidence: 1.0)
Rule: 31 32 => 48 16430 (support: 4, confidence: 1.0)
Rule: 18 39 16430 => 48 (support: 3, confidence: 1.0)
Rule: 18 48 16430 => 39 (support: 3, confidence: 1.0)
Rule: 36 48 16430 => 38 (support: 5, confidence: 1.0)
Rule: 31 39 48 => 16430 (support: 5, confidence: 1.0)
Rule: 19 41 => 48 16430 (support: 6, confidence: 1.0)
Rule: 49 16430 => 39 48 (support: 3, confidence: 1.0)
Rule: 32 50 => 48 16430 (support: 3, confidence: 1.0)
Rule: 41 50 => 48 16430 (support: 4, confidence: 1.0)
Rule: 32 79 16430 => 39 (support: 3, confidence: 1.0)
Rule: 32 39 79 => 16430 (support: 3, confidence: 1.0)
Rule: 39 79 16430 => 32 (support: 3, confidence: 1.0)
Rule: 41 89 16430 => 39 (support: 4, confidence: 1.0)
Rule: 39 105 16430 => 38 (support: 3, confidence: 1.0)
Rule: 32 110 16430 => 38 (support: 4, confidence: 1.0)
Rule: 39 110 16430 => 38 (support: 14, confidence: 1.0)
Rule: 41 110 16430 => 38 (support: 7, confidence: 1.0)
Rule: 48 110 16430 => 38 (support: 8, confidence: 1.0)
Rule: 39 110 16431 => 38 (support: 13, confidence: 1.0)
Rule: 48 110 16431 => 38 (support: 7, confidence: 1.0)
Rule: 41 161 16430 => 39 (support: 3, confidence: 1.0)
Rule: 39 161 16430 => 41 (support: 3, confidence: 1.0)
Rule: 32 186 => 48 16430 (support: 4, confidence: 1.0)
Rule: 41 48 186 => 16430 (support: 3, confidence: 1.0)
Rule: 41 186 16430 => 48 (support: 3, confidence: 1.0)
Rule: 39 48 270 => 16430 (support: 4, confidence: 1.0)
Rule: 32 39 270 => 16431 (support: 7, confidence: 1.0)
Rule: 32 48 297 => 16430 (support: 4, confidence: 1.0)
Rule: 38 310 16430 => 39 (support: 4, confidence: 1.0)
Rule: 41 310 16430 => 39 (support: 6, confidence: 1.0)
Rule: 41 345 16430 => 48 (support: 5, confidence: 1.0)
Rule: 48 413 16430 => 41 (support: 4, confidence: 1.0)
Rule: 41 475 16430 => 48 (support: 3, confidence: 1.0)
Rule: 41 48 475 => 16430 (support: 3, confidence: 1.0)
Rule: 32 48 544 => 16430 (support: 5, confidence: 1.0)
Rule: 89 544 => 48 16430 (support: 3, confidence: 1.0)
Rule: 39 592 16430 => 48 (support: 3, confidence: 1.0)
Rule: 39 652 => 48 16430 (support: 3, confidence: 1.0)
Rule: 48 652 16430 => 39 (support: 3, confidence: 1.0)
Rule: 41 824 16430 => 39 (support: 4, confidence: 1.0)
Rule: 39 824 16430 => 41 (support: 4, confidence: 1.0)
Rule: 32 48 824 => 16430 (support: 3, confidence: 1.0)
Rule: 32 48 910 => 16430 (support: 3, confidence: 1.0)
Rule: 89 1003 => 48 16430 (support: 3, confidence: 1.0)
Rule: 1003 16430 => 48 89 (support: 3, confidence: 1.0)
Rule: 41 1135 16430 => 48 (support: 3, confidence: 1.0)
Rule: 1529 16430 => 38 39 (support: 4, confidence: 1.0)
Rule: 1558 => 39 48 16430 (support: 3, confidence: 1.0)
Rule: 48 1609 16430 => 39 (support: 3, confidence: 1.0)
Rule: 32 1987 => 39 16430 (support: 3, confidence: 1.0)
Rule: 41 2284 16430 => 48 (support: 3, confidence: 1.0)
Rule: 39 2673 16430 => 48 (support: 4, confidence: 1.0)
Rule: 39 48 2673 => 16430 (support: 4, confidence: 1.0)
Rule: 39 3270 16430 => 48 (support: 4, confidence: 1.0)
Rule: 65 3270 16430 => 48 (support: 3, confidence: 1.0)
Rule: 32 39 3324 => 16430 (support: 3, confidence: 1.0)
Rule: 48 3964 => 39 16430 (support: 3, confidence: 1.0)
Rule: 3964 16430 => 39 48 (support: 3, confidence: 1.0)
Rule: 1619 9150 => 48 16430 (support: 3, confidence: 1.0)
Rule: 14098 16155 => 39 48 (support: 3, confidence: 1.0)
Rule: 32 13189 16430 => 48 (support: 4, confidence: 1.0)
Rule: 39 48 13382 => 16430 (support: 4, confidence: 1.0)
Rule: 39 15273 => 48 16430 (support: 5, confidence: 1.0)
Rule: 41 15273 => 48 16430 (support: 4, confidence: 1.0)
Rule: 4498 15273 => 48 16430 (support: 3, confidence: 1.0)
Rule: 4498 16430 => 48 15273 (support: 3, confidence: 1.0)
Rule: 39 15879 16430 => 48 (support: 3, confidence: 1.0)
Rule: 41 15879 16430 => 48 (support: 5, confidence: 1.0)
Rule: 19 39 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 19 39 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 32 38 16431 => 16430 (support: 10, confidence: 1.0)
Rule: 36 16431 => 38 16430 (support: 9, confidence: 1.0)
Rule: 37 16430 => 38 16431 (support: 3, confidence: 1.0)
Rule: 37 16431 => 38 16430 (support: 3, confidence: 1.0)
Rule: 31 39 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 32 41 16431 => 16430 (support: 29, confidence: 1.0)
Rule: 19 48 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 31 48 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 32 48 16431 => 16430 (support: 39, confidence: 1.0)
Rule: 48 50 16431 => 16430 (support: 3, confidence: 1.0)
